PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_SUBSTANCE_COMMENT
"CCSBASE_F701E14CEE","L-Pipecolic acid","C1CCN[C@@H](C1)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_06BE5E5AE0","Glycylproline","C1CC(N(C1)C(=O)CN)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_AE580CAC58","Cysteine-S-sulfate","C([C@@H](C(=O)O)N)SS(=O)(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6089772D32","Indole","C1=CC=C2C(=C1)C=CN2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_4E36EFEC0E","Glycyl-L-leucine","CC(C)C[C@@H](C(=O)O)NC(=O)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D752FD58EE","5-Hydroxyindoleacetate","C1=CC2=C(C=C1O)C(=CN2)CC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EF05DA2DC8","DL-3-Phenyllactic acid","C1=CC=C(C=C1)CC(C(=O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_00BABE5109","Oxypurinol","C1=C2C(=NC(=O)NC2=O)NN1","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_34642D8422","D-Neopterin","C1=C(N=C2C(=N1)NC(=NC2=O)N)[C@@H]([C@@H](CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7ADA901A6A","Stearoylcarnitine","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C80C39CFB9","Histamine","C1=C(NC=N1)CCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D35EA9CE7D","Xanthurenic acid","C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_4B6B013640","Acetylcholine","CC(=O)OCC[N+](C)(C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2BA722328F","Taurodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_717A92E438","1-Methylhistamine","CN1C=C(N=C1)CCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_ED15C0B11E","5alpha-Androstane-3,17-dione","C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A5C06B9C94","Ergocalciferol","C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7728A42360","Ergocalciferol","C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_9DEAD522A9","Nicotinamide adenine dinucleotide (NAD)","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_48225C8D26","trans-cinnamate","C1=CC=C(C=C1)/C=C/C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_B75A4B76DA","Uroporphyrin I","C1=C2C(=C(C(=CC3=NC(=CC4=NC(=CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)C(=C4CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)N2)CCC(=O)O)CC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_2BFBB17B4B","dGDP","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_244CEFDE68","5-Methylcytidine","CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_BC67D619A5","DL-2-Aminooctanoic acid","CCCCCCC(C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A0C9CB564F","dCTP","C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_B7E7FC2AD4","Gamma-Glutamylcysteine","C(CC(=O)N[C@@H](CS)C(=O)O)[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EA086E0467","7,8-Dihydrofolate","C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C3BF793A8B","S-Lactoylglutathione","CC(C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_436434AED3","Butyryl-CoA","CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_35FB04D252","GDP-L-Fucose","C[C@H]1[C@H]([C@H]([C@@H](C(O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_F5932BD167","Stearoyl-CoA","CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_39910379C3","Nicotinate D-ribonucleotide","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_098693575F","ADP Ribose","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@H]([C@H]([C@H](C=O)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1C922BCD57","GDP","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_82B3AB3C87","Acetyl-CoA","CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_9A33A56161","N-Acetylserotonin","CC(=O)NCCC1=CNC2=C1C=C(C=C2)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D531C7B070","Isobutyryl-CoA","CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_CACCFD7962","Flavin adenine dinucleotide","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_3A1BACC9A9","Betaine aldehyde","C[N+](C)(C)CC=O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6C9337611D","Spermine","C(CCNCCCN)CNCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_F3CAAA65B5","Spermidine","C(CCNCCCN)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EEE79AE7BF","cGMP","C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D109E8B0B6","Pyridoxine 5-phosphate","CC1=NC=C(C(=C1O)CO)COP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_204EB7AD69","Oleoyl-CoA","CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DD197D488E","N6,N6,N6-Trimethyl-L-lysine","C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_83268C2247","Prostaglandin I2","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_7D83F28D43","Palmitoyl CoA","CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_FA276131D7","Glutaryl-CoA","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_29112181A5","SM(d18:1/18:0)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_85D5321682","Retinene","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_FFBA9A45A2","Purine","C1=C2C(=NC=N1)N=CN2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_9A5216721F","Diaminoheptanedioate","C(CC(C(=O)[O-])N)CC(C(=O)[O-])N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_409D2D75D6","Diaminopimelic acid","C(CC(C(=O)O)N)CC(C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E44B307A8F","Dephosphocoenzyme A","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A4D8CF01B0","alpha-Linolenic acid","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D312011F4C","Melatonin","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_0C44A203E9","5-Methyltetrahydrofolate","CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_66E1B331FF","Cytidine 5'-diphosphocholine","C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_18F62ACF51","Coenzyme A","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_4409943B99","Agmatine","C(CCN=C(N)N)CN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E5D0D94A25","Acetoacetyl coenzyme A","CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EDC0718C9B","Reduced nicotinamide adenine dinucleotide (NADH)","","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_8CA13D1F9B","Pyridoxal 5'-phosphate","CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_13D5603067","Phosphocreatine","CN(CC(=O)O)/C(=N/P(=O)(O)O)/N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A775B8AA25","5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide","C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_152F2A0659","Flavin mononucleotide","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C98B247E1A","Myristoyl-coenzyme A","CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_1CE0876DAE","Pyridoxal","CC1=NC=C(C(=C1O)C=O)CO","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_11849EF340","CDP","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_9C8ED3DC6D","Corticosterone","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_FD20D99A3A","Xanthylic acid","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_55574C3721","Pyridoxamine 5'-phosphate","CC1=NC=C(C(=C1O)CN)COP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D0EA76C1E8","Folinic acid","C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_41E75708B8","Progesterone","CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DE678D1D7B","Caffeine","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_3537BBAE6C","5-Hydroxytryptophol","C1=CC2=C(C=C1O)C(=CN2)CCO","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6D3AF644A1","1,3-Dimethyluric acid","CN1C2=C(C(=O)N(C1=O)C)NC(=O)N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_25425F0550","3-Methylhistamine","CN1C=NC=C1CCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D9D50AE708","Theophylline","CN1C2=C(C(=O)N(C1=O)C)NC=N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_A5D0F341BD","Menadione (Vitamin K3)","CC1=CC(=O)C2=CC=CC=C2C1=O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_00AB4AC247","alpha-Tocopherol","CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_F2B9E359A5","Aspartame","COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_46212A9B2D","7-Methylxanthine","CN1C=NC2=C1C(=O)NC(=O)N2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DBAF028EB9","5-Methoxydimethyltryptamine","CN(C)CCC1=CNC2=C1C=C(C=C2)OC","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C3286FDD1A","DL-Methionine sulfoxide","CS(=O)CCC(C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EACF7942F6","Imidazoleacetic acid","C1=C(NC=N1)CC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EED577577C","N6-Methyl-L-lysine","CNCCCC[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_39723B6CF0","4-Methoxycinnamic acid","COC1=CC=C(C=C1)/C=C/C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_23C3D034A4","N-Acetylputrescine","CC(=O)NCCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_DE4C5F635C","4-Methoxyphenylacetic acid","COC1=CC=C(C=C1)CC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_642C91A7ED","N8-Acetylspermidine","CC(=O)NCCCCNCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_21C11E615E","L-homocysteic acid","C(CS(=O)(=O)O)[C@@H](C(=O)O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_D9AEC6C720","Curcumin","COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_0DD7298259","L-Erythro-4-Hydroxyglutamic acid","C([C@@H](C(=O)O)N)[C@H](C(=O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_6845E7A33B","N-Acetylcadaverine","CC(=O)NCCCCCN","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E571DC1D32","6-Hydroxynicotinic acid","C1=CC(=O)NC=C1C(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_77DE7EA8C0","Thiamine monophosphate","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_EEE6F64DD1","Cortisone","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_C9DA061B0A","Oxytocin","CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_E199DFD6C6","Naringin","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_CE49BF5C20","(6,9,12)-Linolenic acid","CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
"CCSBASE_FFD39F6D03","Flavone","C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091'"
