g_id,name,adduct,mz,mass,z,ccs,ccs_type,ccs_method,smi,ref
"CCSBASE_6DEA321124","17alpha-Hydroxyprogesterone","[M+H]+",331.2273,331.2273,1,183.40,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_71B392B744","2-Hydroxyadenine","[M+H]+",152.0572,152.0572,1,127.00,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=NC2=NC(=O)NC(=C2N1)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_91037090DB","5-Hydroxy-L-lysine","[M+H]+",163.1082,163.1082,1,135.10,"DT","single field calibrated with Agilent tune mix (Agilent)","C(C[C@@H](C(=O)O)N)[C@H](CN)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_68ADA29B32","Allocystathionine","[M+H]+",223.0752,223.0752,1,146.70,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CSCC(C(=O)O)N)[C@@H](C(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_9461743679","Biopterin","[M+H]+",238.0940,238.0940,1,153.50,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@H]([C@H](C1=CN=C2C(=N1)C(=O)N=C(N2)N)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_CAF2ABEB5E","3-Methylhistidine","[M+H]+",170.0929,170.0929,1,134.10,"DT","single field calibrated with Agilent tune mix (Agilent)","CN1C=NC=C1C[C@@H](C(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_B83C3FB9D4","Vanillic acid","[M+H]+",169.0501,169.0501,1,136.20,"DT","single field calibrated with Agilent tune mix (Agilent)","COC1=C(C=CC(=C1)C(=O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_1785C606BE","DL-2-Aminoadipic acid","[M+H]+",162.0767,162.0767,1,134.40,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CC(C(=O)O)N)CC(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_71C0474B6D","Adenosine 5'-triphosphate","[M+H]+",508.0035,508.0035,1,196.40,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_9914AFCB32","Creatinine","[M+H]+",114.0667,114.0667,1,123.40,"DT","single field calibrated with Agilent tune mix (Agilent)","CN1CC(=O)N=C1N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_A2268E2CF1","Coproporphyrin III","[M+H]+",655.2768,655.2768,1,257.20,"DT","single field calibrated with Agilent tune mix (Agilent)","CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_06BB06CB95","DL-Homocystine","[M+H]+",269.0629,269.0629,1,157.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CSSCCC(C(=O)O)N)C(C(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_8ECCCEBF21","3,5-Diiodothyronine","[M+H]+",525.9012,525.9012,1,198.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_F6CD6376B9","Cyanocobalamin (Vitamin B12)","[M+H]+",1355.5752,1355.5752,1,338.20,"DT","single field calibrated with Agilent tune mix (Agilent)","CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_57FCB69EDE","Indolelactic acid","[M+H]+",206.0817,206.0817,1,143.80,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_7C1F18D824","Isovalerylglycine","[M+H]+",160.0973,160.0973,1,155.10,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C)CC(=O)NCC(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_8C96204416","L-Kynurenine","[M+H]+",209.0926,209.0926,1,149.10,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_3186456E1F","Glycolithocholic acid","[M+H]+",434.3270,434.3270,1,200.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_3C29E003C2","L-Aspartyl-L-phenylalanine","[M+H]+",281.1137,281.1137,1,164.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_31E4929F93","Kynurenic acid","[M+H]+",190.0504,190.0504,1,137.00,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_F701E14CEE","L-Pipecolic acid","[M+H]+",130.0868,130.0868,1,127.40,"DT","single field calibrated with Agilent tune mix (Agilent)","C1CCN[C@@H](C1)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_06BE5E5AE0","Glycylproline","[M+H]+",173.0926,173.0926,1,136.40,"DT","single field calibrated with Agilent tune mix (Agilent)","C1CC(N(C1)C(=O)CN)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_AE580CAC58","Cysteine-S-sulfate","[M+H]+",201.9844,201.9844,1,144.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C([C@@H](C(=O)O)N)SS(=O)(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_6089772D32","Indole","[M+H]+",118.0656,118.0656,1,121.00,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C2C(=C1)C=CN2","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_4E36EFEC0E","Glycyl-L-leucine","[M+H]+",189.1239,189.1239,1,149.50,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C)C[C@@H](C(=O)O)NC(=O)CN","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_D752FD58EE","5-Hydroxyindoleacetate","[M+H]+",192.0660,192.0660,1,140.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC2=C(C=C1O)C(=CN2)CC(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_EF05DA2DC8","DL-3-Phenyllactic acid","[M+H]+",167.0708,167.0708,1,137.80,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C(C=C1)CC(C(=O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_00BABE5109","Oxypurinol","[M+H]+",153.0412,153.0412,1,126.70,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=C2C(=NC(=O)NC2=O)NN1","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_34642D8422","D-Neopterin","[M+H]+",254.0889,254.0889,1,157.10,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=C(N=C2C(=N1)NC(=NC2=O)N)[C@@H]([C@@H](CO)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_7ADA901A6A","Stearoylcarnitine","[M+H]+",428.3740,428.3740,1,221.10,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_C80C39CFB9","Histamine","[M+H]+",112.0874,112.0874,1,120.00,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=C(NC=N1)CCN","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_D35EA9CE7D","Xanthurenic acid","[M+H]+",206.0453,206.0453,1,140.50,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_4B6B013640","Acetylcholine","[M+H]+",146.1181,146.1181,1,129.70,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(=O)OCC[N+](C)(C)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_2BA722328F","Taurodeoxycholic acid","[M+H]+",500.3046,500.3046,1,204.50,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_717A92E438","1-Methylhistamine","[M+H]+",126.1031,126.1031,1,121.30,"DT","single field calibrated with Agilent tune mix (Agilent)","CN1C=C(N=C1)CCN","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_ED15C0B11E","5alpha-Androstane-3,17-dione","[M+H]+",289.2167,289.2167,1,180.60,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_A5C06B9C94","Ergocalciferol","[M+H]+",397.3470,397.3470,1,202.40,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_7728A42360","Ergocalciferol","[M+H]+",397.3470,397.3470,1,203.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_9DEAD522A9","Nicotinamide adenine dinucleotide (NAD)","[M+H]+",664.1169,664.1169,1,226.70,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_48225C8D26","trans-cinnamate","[M+H]+",149.0602,149.0602,1,125.30,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC=C(C=C1)/C=C/C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_B75A4B76DA","Uroporphyrin I","[M+H]+",831.2361,831.2361,1,285.10,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=C2C(=C(C(=CC3=NC(=CC4=NC(=CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)C(=C4CC(=O)O)CCC(=O)O)C(=C3CC(=O)O)CCC(=O)O)N2)CCC(=O)O)CC(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_2BFBB17B4B","dGDP","[M+H]+",428.0372,428.0372,1,187.70,"DT","single field calibrated with Agilent tune mix (Agilent)","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_244CEFDE68","5-Methylcytidine","[M+H]+",258.1090,258.1090,1,157.40,"DT","single field calibrated with Agilent tune mix (Agilent)","CC1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_BC67D619A5","DL-2-Aminooctanoic acid","[M+H]+",160.1337,160.1337,1,147.10,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCCCCC(C(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_A0C9CB564F","dCTP","[M+H]+",467.9974,467.9974,1,184.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_B7E7FC2AD4","Gamma-Glutamylcysteine","[M+H]+",251.0701,251.0701,1,157.70,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CC(=O)N[C@@H](CS)C(=O)O)[C@@H](C(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_EA086E0467","7,8-Dihydrofolate","[M+H]+",444.1631,444.1631,1,193.60,"DT","single field calibrated with Agilent tune mix (Agilent)","C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_C3BF793A8B","S-Lactoylglutathione","[M+H]+",380.1127,380.1127,1,187.70,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_436434AED3","Butyryl-CoA","[M+H]+",838.1648,838.1648,1,252.90,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_35FB04D252","GDP-L-Fucose","[M+H]+",590.0900,590.0900,1,217.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C[C@H]1[C@H]([C@H]([C@@H](C(O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_F5932BD167","Stearoyl-CoA","[M+H]+",1034.3840,1034.3840,1,302.90,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_39910379C3","Nicotinate D-ribonucleotide","[M+H]+",336.0484,336.0484,1,164.80,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_098693575F","ADP Ribose","[M+H]+",560.0795,560.0795,1,211.40,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@H]([C@H]([C@H](C=O)O)O)O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_1C922BCD57","GDP","[M+H]+",444.0321,444.0321,1,191.50,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_82B3AB3C87","Acetyl-CoA","[M+H]+",810.1336,810.1336,1,244.70,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_9A33A56161","N-Acetylserotonin","[M+H]+",219.1133,219.1133,1,149.80,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(=O)NCCC1=CNC2=C1C=C(C=C2)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_D531C7B070","Isobutyryl-CoA","[M+H]+",838.1648,838.1648,1,252.00,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_CACCFD7962","Flavin adenine dinucleotide","[M+H]+",786.1649,786.1649,1,247.30,"DT","single field calibrated with Agilent tune mix (Agilent)","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_3A1BACC9A9","Betaine aldehyde","[M+H]+",102.0919,102.0919,1,117.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C[N+](C)(C)CC=O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_6C9337611D","Spermine","[M+H]+",203.2235,203.2235,1,148.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CCNCCCN)CNCCCN","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_F3CAAA65B5","Spermidine","[M+H]+",146.1657,146.1657,1,131.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CCNCCCN)CN","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_EEE79AE7BF","cGMP","[M+H]+",346.0552,346.0552,1,172.80,"DT","single field calibrated with Agilent tune mix (Agilent)","C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)OP(=O)(O1)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_D109E8B0B6","Pyridoxine 5-phosphate","[M+H]+",250.0480,250.0480,1,150.50,"DT","single field calibrated with Agilent tune mix (Agilent)","CC1=NC=C(C(=C1O)CO)COP(=O)(O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_204EB7AD69","Oleoyl-CoA","[M+H]+",1032.3683,1032.3683,1,299.40,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_DD197D488E","N6,N6,N6-Trimethyl-L-lysine","[M+H]+",189.1603,189.1603,1,142.00,"DT","single field calibrated with Agilent tune mix (Agilent)","C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_83268C2247","Prostaglandin I2","[M+H]+",353.2328,353.2328,1,198.60,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_7D83F28D43","Palmitoyl CoA","[M+H]+",1006.3527,1006.3527,1,296.20,"DT","single field calibrated with Agilent tune mix (Agilent)","CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_FA276131D7","Glutaryl-CoA","[M+H]+",882.1547,882.1547,1,260.50,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_29112181A5","SM(d18:1/18:0)","[M+H]+",731.6067,731.6067,1,290.20,"DT","single field calibrated with Agilent tune mix (Agilent)","[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(NC(CCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CC=CCCCCCCCCCCCC","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_85D5321682","Retinene","[M+H]+",285.2218,285.2218,1,170.10,"DT","single field calibrated with Agilent tune mix (Agilent)","CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_FFBA9A45A2","Purine","[M+H]+",121.0514,121.0514,1,121.80,"DT","single field calibrated with Agilent tune mix (Agilent)","C1=C2C(=NC=N1)N=CN2","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_9A5216721F","Diaminoheptanedioate","[M+H]+",191.1032,191.1032,1,140.90,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CC(C(=O)[O-])N)CC(C(=O)[O-])N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_409D2D75D6","Diaminopimelic acid","[M+H]+",191.1032,191.1032,1,140.80,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CC(C(=O)O)N)CC(C(=O)O)N","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_E44B307A8F","Dephosphocoenzyme A","[M+H]+",688.1567,688.1567,1,238.60,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)[C@H](C(=O)NCCC(=O)NCCS)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_A4D8CF01B0","alpha-Linolenic acid","[M+H]+",279.2324,279.2324,1,170.70,"DT","single field calibrated with Agilent tune mix (Agilent)","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_D312011F4C","Melatonin","[M+H]+",233.1290,233.1290,1,154.30,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_0C44A203E9","5-Methyltetrahydrofolate","[M+H]+",460.1944,460.1944,1,196.40,"DT","single field calibrated with Agilent tune mix (Agilent)","CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(=O)O)C(=O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_66E1B331FF","Cytidine 5'-diphosphocholine","[M+H]+",489.1151,489.1151,1,197.60,"DT","single field calibrated with Agilent tune mix (Agilent)","C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_18F62ACF51","Coenzyme A","[M+H]+",768.1230,768.1230,1,240.40,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_4409943B99","Agmatine","[M+H]+",131.1296,131.1296,1,128.20,"DT","single field calibrated with Agilent tune mix (Agilent)","C(CCN=C(N)N)CN","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_E5D0D94A25","Acetoacetyl coenzyme A","[M+H]+",852.1441,852.1441,1,247.80,"DT","single field calibrated with Agilent tune mix (Agilent)","CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
"CCSBASE_EDC0718C9B","Reduced nicotinamide adenine dinucleotide (NADH)","[M+H]+",666.1326,666.1326,1,233.10,"DT","single field calibrated with Agilent tune mix (Agilent)","","https://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b03091"
